source,target,weight
techblog,startup,1
tehran,iran,1
tehran,un,1
telehealth,covid,1
terimittitribute,covid_19,1
terimittitribute,fightagainstcorona,1
testing,senseofsmell,1
thalabdaycarnivalbegins,covid_19,1
thalabdaycarnivalbegins,extraction,1
thalabdaycarnivalbegins,ramadan2020,1
thalabdaycarnivalbegins,shivrajpanauti,1
thalabdaycarnivalbegins,வள்ளல்தளபதிவிஜய்,1
tidepods,bleachupthebum,1
tidepods,covid_19,1
tidepods,injectdisinfectant,1
tidepods,latheredinlysol,1
toronto,covid_19,1
tqfrontliners,astrostayhomeconcert,1
troom,politics,1
trump,china,1
trump,coronavirus,1
trump,covid,1
trump,covid19,1
trump,covid_19,4
trump,covid__19,1
trump,disinfectant,1
trump,friday,1
trump,hydroxychloroquine,1
trump,ksuvsful,1
trump,misinformation,1
trump,notmypresident,1
trump,timscott,1
trump,uk,1
trump2020,soovertherona,1
trumpandemic,flukluxklan,1
trumpandemic,nazafr,1
trumpandemic,trumpocalypse,1
trumpandemic,walkingdumb,1
trumpocalypse,flukluxklan,1
trumpocalypse,nazafr,1
trumpocalypse,walkingdumb,1
tukonews,covid19ke,1
twopointsixchallenge,covid,1
uk,covid_19,1
uk,friday,1
ultraviolet,1u,1
ultraviolet,covid_19,1
ultraviolet,disinfectants,1
ultraviolet,notmeus,1
ultraviolet,resist,1
ultraviolet,stayhome,1
umatemuslima,ramadan2020,1
un,iran,1
unibenvsunilag,ramadan,1
update,covid19sl,1
update,covid_19,1
update,srilanka,1
uptodate,data,1
us,coronavirus,1
us,covid,1
us,vaccine,1
usace,covid19,1
vaccine,covidngr,1
ventilators,covid_19,2
ventilators,survivors,1
videoseries,theweekin7,1
virtual,alzheimers,1
virtual,dementia,1
voteblue2020,disinfectant,1
voteblue2020,lockdownextension,1
wakeupamerica,fakenews,1
wales,covid_19,1
wales,friday,1
wales,trump,1
wales,uk,1
walkingdumb,flukluxklan,1
walkingdumb,nazafr,1
watch,airforce,1
watch,covid19,1
webinar,education,1
webinars,businesses,1
webinars,covid_19,1
wedemandstipendincrement,covid_19,1
wesupportrajini,kidsartcontest,1
wesupportrajini,kuttiesdarbar,1
wileevirus,covid_19,1
wileevirus,flukluxklan,1
wileevirus,nazafr,1
wileevirus,trumpandemic,1
wileevirus,trumpocalypse,1
wileevirus,walkingdumb,1
women,covid,1
workers,covid19,1
workers,ffrosttomos,1
workers,fundingexperts,1
workers,gofundme,1
workers,plz,1
worldimmunizationweek,hrhsanmarcelino,1
worldimmunizationweek,nationalimmunizationprogram,1
wuhan,covid_19,1
yennews,legbagbe,1
yoursafetyismysafety,coronavirus,1
yoursafetyismysafety,covid_19,1
yoursafetyismysafety,qatar,1
youthinnovationseries,covid_19,1
zaatari,jordan,1
zaatari,refugee,1
بقى_فدارك,maroc,1
خليك_فدارك,maroc,1
خليك_فدارك,بقى_فدارك,1
رمضان_كريم,maroc,1
رمضان_كريم,بقى_فدارك,1
رمضان_كريم,خليك_فدارك,1
पूछता_है_उपेक्षित_आयुर्वेद,ayurved,2
வள்ளல்தளபதிவிஜய்,covid_19,1
வள்ளல்தளபதிவிஜய்,extraction,1
வள்ளல்தளபதிவிஜய்,ramadan2020,1
